name,size,percent_used,index_scans,seq_scans,unused
public.idx_qr_codes_tenant,8192 bytes,0%,0,0,t
public.idx_brand_mentions_tenant,8192 bytes,0%,0,0,t
public.wss_chef_month_idx,8192 bytes,100%,62,0,f
public.beta_survey_invites_pkey,8192 bytes,0%,0,0,t
public.idx_contract_templates_chef,8192 bytes,100%,1755,0,f
public.idx_cash_drawer_movements_tenant_type,8192 bytes,100%,17,0,f
public.feedback_requests_token_key,8192 bytes,0%,0,0,t
public.cb_chef_date_idx,8192 bytes,100%,17,0,f
public.idx_commerce_schedules_due,8192 bytes,100%,987,0,f
public.automation_executions_dedup_idx,8192 bytes,0%,0,0,t
public.idx_ai_queue_recurring,8192 bytes,0%,0,0,t
public.newsletter_subscribers_email_key,8192 bytes,0%,0,0,t
public.idx_vendor_document_uploads_chef_vendor_status,8192 bytes,100%,17,0,f
public.idx_commerce_dining_tables_tenant_label,8192 bytes,0%,0,0,t
public.idx_client_incentives_created_by_client,8192 bytes,100%,1,0,f
public.idx_client_incentives_active,8192 bytes,100%,109,0,f
public.unique_recommendation,8192 bytes,100%,17,0,f
public.proposal_templates_pkey,8192 bytes,0%,0,0,t
public.idx_tasks_station,8192 bytes,0%,0,0,t
public.idx_events_google_calendar_event_id,8192 bytes,0%,0,0,t
public.idx_alcohol_log_event,8192 bytes,100%,12,0,f
public.idx_commerce_payments_status,8192 bytes,100%,52,0,f
public.pos_alert_events_pkey,8192 bytes,0%,0,0,t
public.idx_receipt_photos_client_id,8192 bytes,100%,1,0,f
public.idx_waste_log_station,8192 bytes,0%,0,0,t
public.idx_chefs_stripe_account_id,8192 bytes,0%,0,0,t
public.idx_hub_pinned_notes_group,8192 bytes,100%,3,0,f
public.ingredient_shelf_life_defaults_pkey,8192 bytes,0%,0,0,t
public.idx_event_guests_tenant_id,8192 bytes,100%,516,0,f
public.idx_chef_journal_media_tenant_coordinates,8192 bytes,0%,0,0,t
public.booking_daily_caps_chef_id_key,8192 bytes,100%,1,0,f
public.referral_request_log_pkey,8192 bytes,0%,0,0,t
public.idx_menu_preferences_event,8192 bytes,0%,0,0,t
public.idx_quote_addons_quote,8192 bytes,0%,0,0,t
public.unused_ingredients_pkey,8192 bytes,0%,0,0,t
public.idx_bakery_production_log_tenant_date,8192 bytes,100%,4,0,f
public.idx_availability_signals_chef_date,8192 bytes,100%,22,0,f
public.idx_guests_phone,8192 bytes,0%,0,0,t
public.idx_hub_poll_options_poll,8192 bytes,0%,0,0,t
public.idx_events_retainer,8192 bytes,0%,0,0,t
public.portfolio_items_pkey,8192 bytes,0%,0,0,t
public.idx_client_referrals_event,8192 bytes,0%,0,0,t
public.idx_incentive_redemptions_redeemed_at,8192 bytes,0%,0,0,t
public.idx_event_doc_generation_jobs_tenant_status_created,8192 bytes,100%,17,0,f
public.idx_emergency_contacts_chef,8192 bytes,100%,17,0,f
public.idx_notification_prefs_user,8192 bytes,100%,7432,0,f
public.idx_automation_exec_log_status,8192 bytes,0%,0,0,t
public.idx_events_pre_event_checklist,8192 bytes,0%,0,0,t
public.idx_chef_incidents_status,8192 bytes,100%,1104,0,f
public.device_events_pkey,8192 bytes,0%,0,0,t
public.chef_folders_pkey,8192 bytes,0%,0,0,t
public.idx_ccp_evidence_snapshot,8192 bytes,0%,0,0,t
public.vendor_items_pkey,8192 bytes,0%,0,0,t
public.uq_integration_connections_provider_singleton,8192 bytes,0%,0,0,t
public.idx_truck_locations_tenant,8192 bytes,0%,0,0,t
public.idx_client_notes_pinned,8192 bytes,100%,360,0,f
public.idx_stocktake_items_tenant,8192 bytes,0%,0,0,t
public.idx_hub_chef_recs_to,8192 bytes,100%,5,0,f
public.idx_inquiries_referral_partner,8192 bytes,100%,400,0,f
public.idx_menu_approvals_chef,8192 bytes,100%,308,0,f
public.workflow_templates_pkey,8192 bytes,0%,0,0,t
public.idx_chef_network_posts_created,8192 bytes,0%,0,0,t
public.idx_sales_tenant,8192 bytes,0%,0,0,t
public.idx_api_keys_hash,8192 bytes,0%,0,0,t
public.qol_metric_events_pkey,8192 bytes,0%,0,0,t
public.idx_event_collaborators_invited_by,8192 bytes,100%,13,0,f
public.idx_audits_event,8192 bytes,100%,12,0,f
public.idx_truck_schedule_date,8192 bytes,0%,0,0,t
public.idx_platform_fee_ledger_event,8192 bytes,100%,12,0,f
public.idx_bank_connections_chef,8192 bytes,100%,29,0,f
public.idx_settlement_stripe_payout,8192 bytes,0%,0,0,t
public.bakery_production_log_pkey,8192 bytes,0%,0,0,t
public.idx_ops_log_chef,8192 bytes,100%,984,0,f
public.hub_poll_options_pkey,8192 bytes,0%,0,0,t
public.idx_cal_entries_revenue,8192 bytes,0%,0,0,t
public.idx_crisis_plans_tenant,8192 bytes,100%,17,0,f
public.unique_recipe_share,8192 bytes,0%,0,0,t
public.idx_tips_tenant,8192 bytes,0%,0,0,t
public.idx_devices_token_hash,8192 bytes,0%,0,0,t
public.direct_outreach_log_pkey,8192 bytes,0%,0,0,t
public.vendor_catalog_import_rows_pkey,8192 bytes,0%,0,0,t
public.idx_equip_checklist_chef,8192 bytes,0%,0,0,t
public.idx_public_weather_risk_snapshots_snapshot_at,8192 bytes,0%,0,0,t
public.idx_staff_assignments_event,8192 bytes,100%,16,0,f
public.idx_hub_guest_event_history_profile,8192 bytes,0%,0,0,t
public.idx_prospects_chef_lead_score,8192 bytes,100%,7459,0,f
public.idx_owner_obs_conversations_tenant_last_message,8192 bytes,100%,9,0,f
public.idx_vendor_catalog_import_rows_chef_vendor,8192 bytes,100%,13,0,f
public.chef_availability_share_tokens_pkey,8192 bytes,0%,0,0,t
public.vendor_price_points_pkey,8192 bytes,0%,0,0,t
public.event_contract_signers_pkey,8192 bytes,0%,0,0,t
public.ab_tests_pkey,8192 bytes,0%,0,0,t
public.idx_document_comments_entity,8192 bytes,100%,17,0,f
public.idx_guests_chef,8192 bytes,0%,0,0,t
public.hub_media_pkey,8192 bytes,0%,0,0,t
public.idx_vehicle_maintenance_tenant_date,8192 bytes,0%,0,0,t
public.wss_chef_month_unique,8192 bytes,0%,0,0,t
public.cannabis_tier_users_pkey,8192 bytes,100%,1,0,f
public.dish_variations_pkey,8192 bytes,0%,0,0,t
public.css_event_idx,8192 bytes,100%,14,0,f
public.idx_event_cannabis_course_config_tenant_event,8192 bytes,100%,17,0,f
public.idx_staff_clock_event,8192 bytes,100%,12,0,f
public.guest_visits_pkey,8192 bytes,0%,0,0,t
public.chef_channel_memberships_pkey,8192 bytes,0%,0,0,t
public.chef_follows_follower_chef_id_following_chef_id_key,8192 bytes,100%,19,0,f
public.idx_event_contract_signers_contract_order,8192 bytes,0%,0,0,t
public.idx_chef_incidents_tenant,8192 bytes,0%,0,0,t
public.idx_chef_reminders_tenant,8192 bytes,100%,17,0,f
public.chef_comment_reactions_comment_id_chef_id_key,8192 bytes,100%,17,0,f
public.public_product_references_lookup_key_key,8192 bytes,0%,0,0,t
public.idx_referral_partners_origin_event,8192 bytes,100%,12,0,f
public.idx_avail_blocks_chef_date,8192 bytes,100%,1188,0,f
public.event_series_pkey,8192 bytes,0%,0,0,t
public.idx_waitlist_entries_date,8192 bytes,100%,4,0,f
public.integration_entity_links_pkey,8192 bytes,0%,0,0,t
public.integration_sync_jobs_pkey,8192 bytes,0%,0,0,t
public.idx_proposal_tokens_tenant,8192 bytes,0%,0,0,t
public.idx_campaigns_chef,8192 bytes,100%,1172,0,f
public.idx_register_sessions_one_active_per_tenant,8192 bytes,0%,0,0,t
public.remy_usage_metrics_pkey,8192 bytes,0%,0,0,t
public.tip_pool_configs_pkey,8192 bytes,0%,0,0,t
public.idx_upload_jobs_status,8192 bytes,100%,19,0,f
public.idx_components_recipe_id,8192 bytes,100%,36,0,f
public.idx_batches_chef_ingredient,8192 bytes,100%,17,0,f
public.idx_event_share_invites_share,8192 bytes,0%,0,0,t
public.idx_zapier_deliveries_sub,8192 bytes,0%,0,0,t
public.idx_event_service_sessions_dedupe,8192 bytes,0%,0,0,t
public.idx_client_incentives_expires_at,8192 bytes,0%,0,0,t
public.idx_health_premium_chef_year,8192 bytes,100%,20,0,f
public.idx_shopping_substitutions_event,8192 bytes,100%,12,0,f
public.idx_lrr_pending_tenant,8192 bytes,100%,13,0,f
public.idx_owner_obs_social_posts_chef_created,8192 bytes,100%,11,0,f
public.idx_retirement_chef_year,8192 bytes,100%,20,0,f
public.idx_portfolio_removal_tenant,8192 bytes,100%,17,0,f
public.idx_clipboard_entries_chef,8192 bytes,100%,25,0,f
public.idx_integration_connections_tenant,8192 bytes,100%,916,0,f
public.idx_eq_assign_chef,8192 bytes,0%,0,0,t
public.guests_pkey,8192 bytes,0%,0,0,t
public.idx_bakery_orders_tenant_pickup,8192 bytes,100%,3,0,f
public.idx_event_stubs_adopted_tenant,8192 bytes,100%,13,0,f
public.idx_household_members_household,8192 bytes,0%,0,0,t
public.idx_api_keys_tenant,8192 bytes,100%,24,0,f
public.idx_shift_templates_tenant,8192 bytes,100%,1,0,f
public.clipboard_entries_pkey,8192 bytes,0%,0,0,t
public.idx_chef_social_posts_original,8192 bytes,0%,0,0,t
public.workflow_executions_pkey,8192 bytes,0%,0,0,t
public.quote_line_items_pkey,8192 bytes,0%,0,0,t
public.idx_recipe_shares_from_chef,8192 bytes,100%,13,0,f
public.idx_travel_legs_leg_date,8192 bytes,100%,1110,0,f
public.payroll_941_summaries_chef_id_tax_year_quarter_key,8192 bytes,100%,4,0,f
public.idx_referral_partners_showcase,8192 bytes,100%,54,0,f
public.chef_scheduling_rules_pkey,8192 bytes,0%,0,0,t
public.idx_event_safety_event,8192 bytes,100%,12,0,f
public.idx_hub_chef_recs_from,8192 bytes,0%,0,0,t
public.idx_inv_tx_po,8192 bytes,0%,0,0,t
public.idx_service_courses_chef,8192 bytes,100%,17,0,f
public.idx_bakery_seasonal_items_dates,8192 bytes,100%,2,0,f
public.idx_goal_check_ins_logged_at,8192 bytes,0%,0,0,t
public.custom_field_values_pkey,8192 bytes,0%,0,0,t
public.idx_tax_jurisdictions_tenant,8192 bytes,0%,0,0,t
public.idx_referral_req_tenant_client,8192 bytes,100%,1,0,f
public.clipboard_entries_station_id_component_id_entry_date_key,8192 bytes,0%,0,0,t
public.idx_booking_event_types_chef,8192 bytes,0%,0,0,t
public.idx_recipe_sub_recipes_child,8192 bytes,100%,66,0,f
public.idx_commlog_tenant_identifier_created,8192 bytes,0%,0,0,t
public.idx_client_patterns_chef,8192 bytes,100%,18,0,f
public.tip_entries_pkey,8192 bytes,0%,0,0,t
public.idx_invitations_token,8192 bytes,100%,37,0,f
public.idx_hub_guest_friends_requester,8192 bytes,0%,0,0,t
public.idx_site_assessments_event,8192 bytes,0%,0,0,t
public.idx_public_media_assets_search_query,8192 bytes,0%,0,0,t
public.idx_feedback_responses_tenant,8192 bytes,0%,0,0,t
public.plating_guides_pkey,8192 bytes,0%,0,0,t
public.idx_daily_reports_tenant_date,8192 bytes,100%,17,0,f
public.idx_remy_abuse_log_tenant,8192 bytes,100%,17,0,f
public.idx_raffle_rounds_tenant,8192 bytes,0%,0,0,t
public.uq_event_contract_signers_contract_email,8192 bytes,0%,0,0,t
public.idx_hub_poll_votes_poll,8192 bytes,0%,0,0,t
public.goal_check_ins_pkey,8192 bytes,0%,0,0,t
public.idx_gift_card_purchase_intents_tenant,8192 bytes,100%,17,0,f
public.idx_brand_mentions_reviewed,8192 bytes,100%,2338,0,f
public.recipe_ingredients_recipe_id_ingredient_id_key,8192 bytes,100%,115,0,f
public.gift_cards_pkey,8192 bytes,0%,0,0,t
public.idx_content_performance_chef,8192 bytes,100%,17,0,f
public.idx_storage_locations_chef,8192 bytes,100%,17,0,f
public.idx_staff_meal_items_meal,8192 bytes,0%,0,0,t
public.event_document_snapshots_tenant_id_storage_path_key,8192 bytes,0%,0,0,t
public.idx_guest_comps_chef,8192 bytes,100%,17,0,f
public.remy_abuse_log_pkey,8192 bytes,0%,0,0,t
public.vendor_invoices_pkey,8192 bytes,0%,0,0,t
public.idx_event_join_requests_pending_email_unique,8192 bytes,0%,0,0,t
public.event_document_snapshots_tenant_id_event_id_document_type_v_key,8192 bytes,100%,16,0,f
public.idx_event_series_status,8192 bytes,0%,0,0,t
public.idx_staff_availability_chef_date,8192 bytes,100%,33,0,f
public.idx_handoff_events_handoff,8192 bytes,0%,0,0,t
public.idx_bakery_tastings_date,8192 bytes,100%,4,0,f
public.grocery_price_quotes_pkey,8192 bytes,0%,0,0,t
public.idx_chef_social_posts_chef_id,8192 bytes,100%,20,0,f
public.product_projections_pkey,8192 bytes,0%,0,0,t
public.staff_availability_pkey,8192 bytes,0%,0,0,t
public.bakery_yield_records_pkey,8192 bytes,0%,0,0,t
public.shopping_substitutions_pkey,8192 bytes,0%,0,0,t
public.chef_growth_checkins_tenant_id_checkin_date_key,8192 bytes,0%,0,0,t
public.uq_integration_events_source,8192 bytes,0%,0,0,t
public.pos_metric_snapshots_pkey,8192 bytes,0%,0,0,t
public.idx_lrr_tenant,8192 bytes,100%,17,0,f
public.idx_beta_survey_invites_token,8192 bytes,0%,0,0,t
public.idx_chat_messages_referenced_event,8192 bytes,100%,12,0,f
public.event_contract_versions_pkey,8192 bytes,0%,0,0,t
public.idx_chef_journey_ideas_tenant_journey_created,8192 bytes,0%,0,0,t
public.entity_templates_pkey,8192 bytes,0%,0,0,t
public.idx_chef_documents_tenant_entity,8192 bytes,0%,0,0,t
public.idx_remy_metrics_tenant_date_cat,8192 bytes,100%,775,0,f
public.idx_copilot_run_errors_tenant_created,8192 bytes,100%,17,0,f
public.chef_post_saves_pkey,8192 bytes,0%,0,0,t
public.idx_travel_legs_primary_event,8192 bytes,100%,1075,0,f
public.idx_scheduled_calls_prospect,8192 bytes,0%,0,0,t
public.goal_client_suggestions_unique,8192 bytes,100%,1,0,f
public.idx_pos_alert_events_tenant_severity_created,8192 bytes,100%,21,0,f
public.idx_menu_bev_pairings_bev,8192 bytes,0%,0,0,t
public.idx_equipment_chef_status,8192 bytes,100%,3132,0,f
public.idx_prospects_session,8192 bytes,0%,0,0,t
public.idx_service_courses_event,8192 bytes,100%,45,0,f
public.equipment_rentals_pkey,8192 bytes,0%,0,0,t
public.idx_chef_feedback_public_display,8192 bytes,100%,111,0,f
public.events_inquiry_received_at_idx,8192 bytes,100%,60,0,f
public.idx_clients_birthday,8192 bytes,100%,6,0,f
public.idx_webhooks_tenant,8192 bytes,100%,24,0,f
public.idx_chef_network_contact_shares_status,8192 bytes,0%,0,0,t
public.idx_chef_post_saves_post,8192 bytes,0%,0,0,t
public.idx_recipe_sub_recipes_parent,8192 bytes,100%,70,0,f
public.idx_admin_time_chef_category,8192 bytes,100%,13,0,f
public.idx_commerce_dining_tables_tenant_status,8192 bytes,100%,30,0,f
public.ingredients_pkey,8192 bytes,0%,0,0,t
public.tip_distributions_pkey,8192 bytes,0%,0,0,t
public.idx_commerce_promotions_tenant_active,8192 bytes,100%,24,0,f
public.idx_job_retry_log_next_retry,8192 bytes,0%,0,0,t
public.guest_testimonials_pkey,8192 bytes,0%,0,0,t
public.sequence_enrollments_pkey,8192 bytes,0%,0,0,t
public.idx_event_photos_tenant_id,8192 bytes,100%,389,0,f
public.idx_event_share_invites_tenant,8192 bytes,100%,17,0,f
public.idx_business_locations_tenant,8192 bytes,100%,4,0,f
public.staff_performance_scores_pkey,8192 bytes,0%,0,0,t
public.idx_chefs_deletion_scheduled,8192 bytes,0%,0,0,t
public.idx_quote_selected_addons_quote,8192 bytes,100%,1,0,f
public.client_quick_requests_pkey,8192 bytes,0%,0,0,t
public.daily_plan_drafts_pkey,8192 bytes,0%,0,0,t
public.uq_integration_field_mappings,8192 bytes,0%,0,0,t
public.receipt_line_items_pkey,8192 bytes,0%,0,0,t
public.idx_hub_groups_event,8192 bytes,100%,189,0,f
public.idx_tip_pool_configs_tenant,8192 bytes,0%,0,0,t
public.idx_beta_survey_invites_survey,8192 bytes,0%,0,0,t
public.idx_sale_applied_promotions_tenant_sale,8192 bytes,0%,0,0,t
public.idx_quick_requests_tenant_status,8192 bytes,100%,801,0,f
public.idx_ccp_evidence_tenant_event,8192 bytes,100%,17,0,f
public.idx_chef_social_notifs_recipient,8192 bytes,100%,18,0,f
public.user_feedback_pkey,8192 bytes,0%,0,0,t
public.prospect_stage_history_chef_idx,8192 bytes,100%,639,0,f
public.grocery_price_quote_items_quote_idx,8192 bytes,0%,0,0,t
public.idx_meal_prep_batch_log_recipe,8192 bytes,0%,0,0,t
public.idx_tax_collected_tenant_date,8192 bytes,0%,0,0,t
public.client_tags_pkey,8192 bytes,0%,0,0,t
public.idx_proposal_sections_quote,8192 bytes,0%,0,0,t
public.idx_dietary_confirmations_client,8192 bytes,0%,0,0,t
public.idx_modifiers_group,8192 bytes,0%,0,0,t
public.idx_proposal_tokens_token,8192 bytes,100%,8,0,f
public.idx_client_referrals_referrer,8192 bytes,100%,1,0,f
public.idx_dlq_tenant_id,8192 bytes,100%,17,0,f
public.bakery_ovens_pkey,8192 bytes,0%,0,0,t
public.idx_availability_signals_status,8192 bytes,0%,0,0,t
public.idx_components_category,8192 bytes,0%,0,0,t
public.wholesale_orders_pkey,8192 bytes,0%,0,0,t
public.idx_proposal_views_quote,8192 bytes,100%,7,0,f
public.payroll_941_summaries_pkey,8192 bytes,0%,0,0,t
public.idx_stripe_transfers_event,8192 bytes,100%,12,0,f
public.idx_device_sessions_device_status,8192 bytes,0%,0,0,t
public.idx_incentive_redemptions_incentive,8192 bytes,0%,0,0,t
public.idx_product_public_media_links_asset,8192 bytes,0%,0,0,t
public.idx_plating_guides_recipe_id,8192 bytes,0%,0,0,t
public.idx_loyalty_transactions_type,8192 bytes,0%,0,0,t
public.idx_event_guest_dietary_items_event,8192 bytes,0%,0,0,t
public.unique_chef_network_feature_preference,8192 bytes,0%,0,0,t
public.bakery_tastings_pkey,8192 bytes,0%,0,0,t
public.travel_leg_ingredients_pkey,8192 bytes,0%,0,0,t
public.idx_event_join_requests_tenant,8192 bytes,100%,17,0,f
public.idx_templates_tenant,8192 bytes,100%,52,0,f
public.idx_entity_photos_recent,8192 bytes,0%,0,0,t
public.uq_integration_connections_external,8192 bytes,0%,0,0,t
public.event_share_invite_events_pkey,8192 bytes,0%,0,0,t
public.idx_chef_post_comments_chef,8192 bytes,100%,17,0,f
public.idx_raffle_rounds_tenant_month,8192 bytes,100%,73,0,f
public.beta_survey_responses_pkey,8192 bytes,0%,0,0,t
public.event_tips_pkey,8192 bytes,0%,0,0,t
public.idx_ops_log_action,8192 bytes,100%,1001,0,f
public.smart_field_values_pkey,8192 bytes,0%,0,0,t
public.notification_preferences_pkey,8192 bytes,0%,0,0,t
public.idx_ai_queue_awaiting_approval,8192 bytes,0%,0,0,t
public.idx_event_join_requests_status,8192 bytes,100%,1,0,f
public.idx_chef_network_contact_shares_sender_created,8192 bytes,100%,14,0,f
public.idx_hub_group_events_group,8192 bytes,100%,3,0,f
public.idx_vendor_deliveries_chef,8192 bytes,0%,0,0,t
public.event_share_invites_token_key,8192 bytes,0%,0,0,t
public.public_media_assets_pkey,8192 bytes,0%,0,0,t
public.idx_recipe_ingredients_ingredient_id,8192 bytes,0%,0,0,t
public.idx_recipe_shares_original,8192 bytes,100%,36,0,f
public.shift_swap_requests_pkey,8192 bytes,0%,0,0,t
public.idx_incentive_deliveries_incentive,8192 bytes,0%,0,0,t
public.incentive_redemptions_pkey,8192 bytes,0%,0,0,t
public.idx_remy_support_shares_status,8192 bytes,0%,0,0,t
public.idx_cash_drawer_movements_tenant_session_created,8192 bytes,100%,21,0,f
public.idx_quote_line_items_quote,8192 bytes,100%,4,0,f
public.chef_journal_media_pkey,8192 bytes,0%,0,0,t
public.event_staff_assignments_pkey,8192 bytes,0%,0,0,t
public.idx_chef_journal_recipe_links_tenant_journey,8192 bytes,0%,0,0,t
public.external_reviews_pkey,8192 bytes,0%,0,0,t
public.container_inventory_pkey,8192 bytes,0%,0,0,t
public.idx_bank_transactions_chef_status,8192 bytes,0%,0,0,t
public.payment_disputes_pkey,8192 bytes,0%,0,0,t
public.idx_chef_insurance_expiry,8192 bytes,0%,0,0,t
public.recurring_menu_recommendations_pkey,8192 bytes,0%,0,0,t
public.raffle_rounds_month_unique,8192 bytes,0%,0,0,t
public.idx_stocktakes_tenant_date,8192 bytes,0%,0,0,t
public.idx_rmr_week,8192 bytes,0%,0,0,t
public.idx_event_guest_rsvp_audit_guest,8192 bytes,0%,0,0,t
public.idx_handoffs_event_date,8192 bytes,0%,0,0,t
public.product_public_media_links_pkey,8192 bytes,0%,0,0,t
public.idx_commerce_refunds_sale,8192 bytes,0%,0,0,t
public.daily_reports_tenant_date_unique,8192 bytes,0%,0,0,t
public.idx_task_completion_log_chef,8192 bytes,100%,17,0,f
public.system_ingredients_pkey,8192 bytes,0%,0,0,t
public.idx_webhook_deliveries_endpoint,8192 bytes,0%,0,0,t
public.idx_chef_journey_ideas_tenant_status_priority,8192 bytes,0%,0,0,t
public.social_queue_settings_pkey,8192 bytes,100%,839,0,f
public.idx_rih_chef_status,8192 bytes,100%,8,0,f
public.chef_network_posts_pkey,8192 bytes,0%,0,0,t
public.idx_temp_logs_event,8192 bytes,100%,172,0,f
public.public_weather_risk_snapshots_snapshot_key_key,8192 bytes,0%,0,0,t
public.idx_recipe_nutrition_recipe,8192 bytes,0%,0,0,t
public.idx_chef_folders_tenant,8192 bytes,100%,17,0,f
public.idx_menu_preferences_tenant,8192 bytes,100%,259,0,f
public.idx_public_food_recall_snapshots_status,8192 bytes,0%,0,0,t
public.idx_dish_index_rotation,8192 bytes,100%,34,0,f
public.idx_activity_archive_tenant_created,8192 bytes,100%,4,0,f
public.idx_chef_network_feature_preferences_chef,8192 bytes,100%,17,0,f
public.idx_demand_forecasts_chef,8192 bytes,100%,38,0,f
public.idx_vendor_price_alert_settings_chef_vendor,8192 bytes,100%,17,0,f
public.front_of_house_menus_share_token_key,8192 bytes,0%,0,0,t
public.idx_education_tenant,8192 bytes,0%,0,0,t
public.idx_device_sessions_device,8192 bytes,0%,0,0,t
public.idx_chef_scheduling_rules_tenant,8192 bytes,100%,754,0,f
public.raffle_rounds_pkey,8192 bytes,0%,0,0,t
public.idx_sale_items_product,8192 bytes,0%,0,0,t
public.idx_station_assign_station,8192 bytes,0%,0,0,t
public.chef_story_views_story_id_viewer_chef_id_key,8192 bytes,0%,0,0,t
public.guest_photos_pkey,8192 bytes,0%,0,0,t
public.account_deletion_audit_pkey,8192 bytes,0%,0,0,t
public.event_sales_tax_event_id_key,8192 bytes,0%,0,0,t
public.event_collaborators_pkey,8192 bytes,0%,0,0,t
public.marketing_campaigns_public_booking_token_key,8192 bytes,0%,0,0,t
public.idx_event_photos_client,8192 bytes,100%,1,0,f
public.idx_education_date,8192 bytes,100%,19,0,f
public.idx_job_retry_log_status,8192 bytes,0%,0,0,t
public.contractor_service_agreements_pkey,8192 bytes,0%,0,0,t
public.idx_event_contracts_event,8192 bytes,100%,182,0,f
public.idx_sequences_chef,8192 bytes,100%,22,0,f
public.idx_social_post_assets_tenant_asset,8192 bytes,100%,1387,0,f
public.idx_pos_alert_events_tenant_status_created,8192 bytes,0%,0,0,t
public.idx_unused_ingredients_tenant,8192 bytes,100%,67,0,f
public.hub_group_events_group_id_event_id_key,8192 bytes,0%,0,0,t
public.zapier_webhook_subscriptions_pkey,8192 bytes,0%,0,0,t
public.idx_public_ingredient_references_source,8192 bytes,0%,0,0,t
public.idx_chef_stories_expires,8192 bytes,0%,0,0,t
public.idx_commerce_payments_tenant,8192 bytes,0%,0,0,t
public.idx_event_series_tenant_dates,8192 bytes,0%,0,0,t
public.idx_meal_prep_programs_tenant,8192 bytes,0%,0,0,t
public.idx_chef_feedback_tenant,8192 bytes,100%,28,0,f
public.idx_remy_action_audit_log_tenant_status_created,8192 bytes,100%,8,0,f
public.idx_deletion_audit_chef,8192 bytes,100%,4,0,f
public.social_platform_credentials_pkey,8192 bytes,0%,0,0,t
public.idx_client_incentives_type,8192 bytes,0%,0,0,t
public.push_subscriptions_pkey,8192 bytes,0%,0,0,t
public.hub_poll_votes_pkey,8192 bytes,0%,0,0,t
public.idx_doc_versions_tenant,8192 bytes,100%,15,0,f
public.shift_logs_pkey,8192 bytes,0%,0,0,t
public.idx_inv_tx_location,8192 bytes,0%,0,0,t
public.sop_completions_pkey,8192 bytes,0%,0,0,t
public.idx_incentive_redemptions_client,8192 bytes,100%,1,0,f
public.tax_settings_pkey,8192 bytes,0%,0,0,t
public.campaign_templates_pkey,8192 bytes,0%,0,0,t
public.idx_guest_leads_status,8192 bytes,0%,0,0,t
public.idx_chef_folders_parent,8192 bytes,0%,0,0,t
public.tasks_pkey,8192 bytes,0%,0,0,t
public.idx_staff_clock_chef,8192 bytes,100%,34,0,f
public.idx_ingredients_category,8192 bytes,0%,0,0,t
public.prospect_notes_pkey,8192 bytes,0%,0,0,t
public.idx_prospects_chef_region,8192 bytes,0%,0,0,t
public.cannabis_tier_invitations_pkey,8192 bytes,0%,0,0,t
public.idx_charity_hours_chef_org,8192 bytes,100%,17,0,f
public.idx_chef_stories_chef,8192 bytes,100%,31,0,f
public.idx_event_guests_share_email_unique,8192 bytes,0%,0,0,t
public.idx_tips_year,8192 bytes,100%,485,0,f
public.idx_chef_follows_follower,8192 bytes,100%,55,0,f
public.idx_enrollments_chef,8192 bytes,100%,17,0,f
public.idx_stripe_transfers_status,8192 bytes,0%,0,0,t
public.bake_schedule_pkey,8192 bytes,0%,0,0,t
public.idx_chef_goals_tenant_type,8192 bytes,100%,1101,0,f
public.idx_station_assign_staff,8192 bytes,0%,0,0,t
public.idx_container_transactions_type,8192 bytes,0%,0,0,t
public.idx_temp_logs_chef,8192 bytes,100%,373,0,f
public.chef_feedback_pkey,8192 bytes,0%,0,0,t
public.idx_modifiers_chef,8192 bytes,0%,0,0,t
public.idx_device_events_tenant,8192 bytes,100%,17,0,f
public.packing_confirmations_pkey,8192 bytes,0%,0,0,t
public.idx_incentive_redemptions_event,8192 bytes,100%,12,0,f
public.idx_retainers_next_billing,8192 bytes,100%,6,0,f
public.client_meal_prep_preferences_pkey,8192 bytes,0%,0,0,t
public.chef_post_saves_post_id_chef_id_key,8192 bytes,0%,0,0,t
public.guest_leads_pkey,8192 bytes,0%,0,0,t
public.idx_event_collaborators_chef_id,8192 bytes,100%,17,0,f
public.idx_vpi_chef,8192 bytes,100%,1,0,f
public.chef_service_types_pkey,8192 bytes,0%,0,0,t
public.idx_chef_feedback_source,8192 bytes,0%,0,0,t
public.idx_conv_participants_user,8192 bytes,100%,311,0,f
public.stocktakes_pkey,8192 bytes,0%,0,0,t
public.idx_site_assessments_venue,8192 bytes,0%,0,0,t
public.idx_user_feedback_sentiment,8192 bytes,0%,0,0,t
public.cannabis_event_details_event_id_key,8192 bytes,0%,0,0,t
public.gift_card_transactions_pkey,8192 bytes,0%,0,0,t
public.idx_vendor_invoice_items_invoice,8192 bytes,0%,0,0,t
public.idx_capability_tenant,8192 bytes,0%,0,0,t
public.idx_outreach_log_sent_at,8192 bytes,0%,0,0,t
public.idx_prospect_notes_prospect,8192 bytes,0%,0,0,t
public.feedback_responses_pkey,8192 bytes,0%,0,0,t
public.served_dish_history_pkey,8192 bytes,0%,0,0,t
public.idx_bakery_yield_tenant_date,8192 bytes,0%,0,0,t
public.css_chef_idx,8192 bytes,100%,170,0,f
public.idx_guest_event_profile_event_id,8192 bytes,0%,0,0,t
public.idx_po_items_ingredient,8192 bytes,0%,0,0,t
public.chef_journeys_pkey,8192 bytes,0%,0,0,t
public.idx_conversations_tenant_last_msg,8192 bytes,100%,18,0,f
public.document_comments_pkey,8192 bytes,0%,0,0,t
public.recurring_services_pkey,8192 bytes,0%,0,0,t
